nav,wifr,ffrlt2km,ffr2km,ssr,ccr_vnir_1km,ccr_vnir_2km,ccr_mwir_lwir,ccr_vnir_mwir_lwir
28.0,28.0,21.5,28,7.8,7.0,11.2,11.2,11.2
